District,Crop,Year,Temperature,Rainfall,Humidity,Yield
Jalandhar,Wheat,2017,26.15,812.0,70.0,3.12
Jalandhar,Wheat,2018,28.15,692.0,68.0,3.64
Jalandhar,Wheat,2019,29.15,672.0,72.0,3.74
Jalandhar,Wheat,2020,30.15,642.0,75.0,3.92
Jalandhar,Wheat,2021,27.15,772.0,66.0,3.35
Jalandhar,Wheat,2022,26.15,802.0,64.0,3.45
Jalandhar,Wheat,2023,28.15,712.0,69.0,3.3
Jalandhar,Wheat,2024,29.15,682.0,71.0,3.57
Kapurthala,Bajra,2015,25.3,796.0,60.0,2.54
Kapurthala,Bajra,2016,27.3,746.0,65.0,2.04
Kapurthala,Bajra,2017,26.3,816.0,70.0,1.78
Kapurthala,Bajra,2018,28.3,696.0,68.0,2.27
Kapurthala,Bajra,2019,29.3,676.0,72.0,2.28
Kapurthala,Bajra,2020,30.3,646.0,75.0,1.77
Kapurthala,Bajra,2021,27.3,776.0,66.0,2.36
Kapurthala,Bajra,2022,26.3,806.0,64.0,2.48
Kapurthala,Bajra,2023,28.3,716.0,69.0,2.28
Kapurthala,Bajra,2024,29.3,686.0,71.0,2.69
Kapurthala,Cotton,2015,25.3,796.0,60.0,2.81
Kapurthala,Cotton,2016,27.3,746.0,65.0,3.1
Kapurthala,Cotton,2017,26.3,816.0,70.0,2.67
Kapurthala,Cotton,2018,28.3,696.0,68.0,2.88
Kapurthala,Cotton,2019,29.3,676.0,72.0,3.06
Kapurthala,Cotton,2020,30.3,646.0,75.0,2.31
Kapurthala,Cotton,2021,27.3,776.0,66.0,2.57
Kapurthala,Cotton,2022,26.3,806.0,64.0,2.73
Kapurthala,Cotton,2023,28.3,716.0,69.0,2.95
Kapurthala,Cotton,2024,29.3,686.0,71.0,2.77
Kapurthala,Gram,2015,25.3,796.0,60.0,1.43
Kapurthala,Gram,2016,27.3,746.0,65.0,1.63
Kapurthala,Gram,2017,26.3,816.0,70.0,1.89
Kapurthala,Gram,2018,28.3,696.0,68.0,1.52
Kapurthala,Gram,2019,29.3,676.0,72.0,1.47
Kapurthala,Gram,2020,30.3,646.0,75.0,1.93
Kapurthala,Gram,2021,27.3,776.0,66.0,2.24
Kapurthala,Gram,2022,26.3,806.0,64.0,1.84
Kapurthala,Gram,2023,28.3,716.0,69.0,1.96
Kapurthala,Gram,2024,29.3,686.0,71.0,1.8
Kapurthala,Maize,2015,25.3,796.0,60.0,2.59
Kapurthala,Maize,2016,27.3,746.0,65.0,3.29
Kapurthala,Maize,2017,26.3,816.0,70.0,3.45
Kapurthala,Maize,2018,28.3,696.0,68.0,3.26
Kapurthala,Maize,2019,29.3,676.0,72.0,3.48
Kapurthala,Maize,2020,30.3,646.0,75.0,3.07
Kapurthala,Maize,2021,27.3,776.0,66.0,2.87
Kapurthala,Maize,2022,26.3,806.0,64.0,3.0
Kapurthala,Maize,2023,28.3,716.0,69.0,3.21
Kapurthala,Maize,2024,29.3,686.0,71.0,3.4
Kapurthala,Mustard,2015,25.3,796.0,60.0,2.12
Kapurthala,Mustard,2016,27.3,746.0,65.0,1.52
Kapurthala,Mustard,2017,26.3,816.0,70.0,1.63
Kapurthala,Mustard,2018,28.3,696.0,68.0,1.86
Kapurthala,Mustard,2019,29.3,676.0,72.0,1.85
Kapurthala,Mustard,2020,30.3,646.0,75.0,1.68
Kapurthala,Mustard,2021,27.3,776.0,66.0,2.17
Kapurthala,Mustard,2022,26.3,806.0,64.0,2.08
Kapurthala,Mustard,2023,28.3,716.0,69.0,1.68
Kapurthala,Mustard,2024,29.3,686.0,71.0,2.06
Kapurthala,Potato,2015,25.3,796.0,60.0,5.45
Kapurthala,Potato,2016,27.3,746.0,65.0,5.02
Kapurthala,Potato,2017,26.3,816.0,70.0,5.5
Kapurthala,Potato,2018,28.3,696.0,68.0,4.97
Kapurthala,Potato,2019,29.3,676.0,72.0,5.09
Kapurthala,Potato,2020,30.3,646.0,75.0,5.07
Kapurthala,Potato,2021,27.3,776.0,66.0,4.79
Kapurthala,Potato,2022,26.3,806.0,64.0,4.96
Kapurthala,Potato,2023,28.3,716.0,69.0,4.8
Kapurthala,Potato,2024,29.3,686.0,71.0,5.41
Kapurthala,Rice,2015,25.3,796.0,60.0,4.45
Kapurthala,Rice,2016,27.3,746.0,65.0,4.12
Kapurthala,Rice,2017,26.3,816.0,70.0,5.0
Kapurthala,Rice,2018,28.3,696.0,68.0,4.4
Kapurthala,Rice,2019,29.3,676.0,72.0,4.76
Kapurthala,Rice,2020,30.3,646.0,75.0,4.57
Kapurthala,Rice,2021,27.3,776.0,66.0,4.45
Kapurthala,Rice,2022,26.3,806.0,64.0,4.66
Kapurthala,Rice,2023,28.3,716.0,69.0,4.26
Kapurthala,Rice,2024,29.3,686.0,71.0,4.52
Kapurthala,Sugarcane,2015,25.3,796.0,60.0,6.19
Kapurthala,Sugarcane,2016,27.3,746.0,65.0,5.83
Kapurthala,Sugarcane,2017,26.3,816.0,70.0,6.49
Kapurthala,Sugarcane,2018,28.3,696.0,68.0,6.01
Kapurthala,Sugarcane,2019,29.3,676.0,72.0,6.32
Kapurthala,Sugarcane,2020,30.3,646.0,75.0,5.62
Kapurthala,Sugarcane,2021,27.3,776.0,66.0,5.78
Kapurthala,Sugarcane,2022,26.3,806.0,64.0,6.45
Kapurthala,Sugarcane,2023,28.3,716.0,69.0,5.52
Kapurthala,Sugarcane,2024,29.3,686.0,71.0,5.91
Kapurthala,Sunflower,2015,25.3,796.0,60.0,2.42
Kapurthala,Sunflower,2016,27.3,746.0,65.0,2.09
Kapurthala,Sunflower,2017,26.3,816.0,70.0,2.41
Kapurthala,Sunflower,2018,28.3,696.0,68.0,2.22
Kapurthala,Sunflower,2019,29.3,676.0,72.0,2.48
Kapurthala,Sunflower,2020,30.3,646.0,75.0,2.34
Kapurthala,Sunflower,2021,27.3,776.0,66.0,1.9
Kapurthala,Sunflower,2022,26.3,806.0,64.0,2.77
Kapurthala,Sunflower,2023,28.3,716.0,69.0,2.25
Kapurthala,Sunflower,2024,29.3,686.0,71.0,2.58
Kapurthala,Wheat,2015,25.3,796.0,60.0,3.46
Kapurthala,Wheat,2016,27.3,746.0,65.0,3.84
Kapurthala,Wheat,2017,26.3,816.0,70.0,3.07
Kapurthala,Wheat,2018,28.3,696.0,68.0,3.26
Kapurthala,Wheat,2019,29.3,676.0,72.0,3.5
Kapurthala,Wheat,2020,30.3,646.0,75.0,3.49
Kapurthala,Wheat,2021,27.3,776.0,66.0,3.78
Kapurthala,Wheat,2022,26.3,806.0,64.0,3.33
Kapurthala,Wheat,2023,28.3,716.0,69.0,3.81
Kapurthala,Wheat,2024,29.3,686.0,71.0,3.81
Ludhiana,Bajra,2015,24.7,800.0,60.0,1.82
Ludhiana,Bajra,2016,26.7,750.0,65.0,2.23
Ludhiana,Bajra,2017,25.7,820.0,70.0,1.94
Ludhiana,Bajra,2018,27.7,700.0,68.0,2.09
Ludhiana,Bajra,2019,28.7,680.0,72.0,2.34
Ludhiana,Bajra,2020,29.7,650.0,75.0,2.34
Ludhiana,Bajra,2021,26.7,780.0,66.0,2.47
Ludhiana,Bajra,2022,25.7,810.0,64.0,1.74
Ludhiana,Bajra,2023,27.7,720.0,69.0,2.21
Ludhiana,Bajra,2024,28.7,690.0,71.0,2.26
Ludhiana,Cotton,2015,24.7,800.0,60.0,3.25
Ludhiana,Cotton,2016,26.7,750.0,65.0,2.9
Ludhiana,Cotton,2017,25.7,820.0,70.0,2.91
Ludhiana,Cotton,2018,27.7,700.0,68.0,2.77
Ludhiana,Cotton,2019,28.7,680.0,72.0,3.04
Ludhiana,Cotton,2020,29.7,650.0,75.0,2.76
Ludhiana,Cotton,2021,26.7,780.0,66.0,3.07
Ludhiana,Cotton,2022,25.7,810.0,64.0,2.89
Ludhiana,Cotton,2023,27.7,720.0,69.0,3.15
Ludhiana,Cotton,2024,28.7,690.0,71.0,2.47
Ludhiana,Gram,2015,24.7,800.0,60.0,1.6
Ludhiana,Gram,2016,26.7,750.0,65.0,2.06
Ludhiana,Gram,2017,25.7,820.0,70.0,2.06
Ludhiana,Gram,2018,27.7,700.0,68.0,1.34
Ludhiana,Gram,2019,28.7,680.0,72.0,1.82
Ludhiana,Gram,2020,29.7,650.0,75.0,1.98
Ludhiana,Gram,2021,26.7,780.0,66.0,1.33
Ludhiana,Gram,2022,25.7,810.0,64.0,1.69
Ludhiana,Gram,2023,27.7,720.0,69.0,1.85
Ludhiana,Gram,2024,28.7,690.0,71.0,1.45
Ludhiana,Maize,2015,24.7,800.0,60.0,2.84
Ludhiana,Maize,2016,26.7,750.0,65.0,2.86
Ludhiana,Maize,2017,25.7,820.0,70.0,2.52
Ludhiana,Maize,2018,27.7,700.0,68.0,2.82
Ludhiana,Maize,2019,28.7,680.0,72.0,3.44
Ludhiana,Maize,2020,29.7,650.0,75.0,3.45
Ludhiana,Maize,2021,26.7,780.0,66.0,3.28
Ludhiana,Maize,2022,25.7,810.0,64.0,2.67
Ludhiana,Maize,2023,27.7,720.0,69.0,2.96
Ludhiana,Maize,2024,28.7,690.0,71.0,2.8
Ludhiana,Mustard,2015,24.7,800.0,60.0,2.27
Ludhiana,Mustard,2016,26.7,750.0,65.0,1.92
Ludhiana,Mustard,2017,25.7,820.0,70.0,2.39
Ludhiana,Mustard,2018,27.7,700.0,68.0,2.33
Ludhiana,Mustard,2019,28.7,680.0,72.0,2.27
Ludhiana,Mustard,2020,29.7,650.0,75.0,2.28
Ludhiana,Mustard,2021,26.7,780.0,66.0,1.97
Ludhiana,Mustard,2022,25.7,810.0,64.0,2.29
Ludhiana,Mustard,2023,27.7,720.0,69.0,2.25
Ludhiana,Mustard,2024,28.7,690.0,71.0,1.71
Ludhiana,Potato,2015,24.7,800.0,60.0,4.67
Ludhiana,Potato,2016,26.7,750.0,65.0,4.52
Ludhiana,Potato,2017,25.7,820.0,70.0,5.06
Ludhiana,Potato,2018,27.7,700.0,68.0,5.23
Ludhiana,Potato,2019,28.7,680.0,72.0,4.91
Ludhiana,Potato,2020,29.7,650.0,75.0,4.68
Ludhiana,Potato,2021,26.7,780.0,66.0,4.76
Ludhiana,Potato,2022,25.7,810.0,64.0,4.79
Ludhiana,Potato,2023,27.7,720.0,69.0,5.35
Ludhiana,Potato,2024,28.7,690.0,71.0,5.33
Ludhiana,Rice,2015,24.7,800.0,60.0,4.47
Ludhiana,Rice,2016,26.7,750.0,65.0,4.91
Ludhiana,Rice,2017,25.7,820.0,70.0,4.79
Ludhiana,Rice,2018,27.7,700.0,68.0,4.48
Ludhiana,Rice,2019,28.7,680.0,72.0,4.54
Ludhiana,Rice,2020,29.7,650.0,75.0,4.2
Ludhiana,Rice,2021,26.7,780.0,66.0,4.17
Ludhiana,Rice,2022,25.7,810.0,64.0,4.75
Ludhiana,Rice,2023,27.7,720.0,69.0,4.51
Ludhiana,Rice,2024,28.7,690.0,71.0,4.24
Ludhiana,Sugarcane,2015,24.7,800.0,60.0,6.48
Ludhiana,Sugarcane,2016,26.7,750.0,65.0,6.08
Ludhiana,Sugarcane,2017,25.7,820.0,70.0,5.6
Ludhiana,Sugarcane,2018,27.7,700.0,68.0,5.89
Ludhiana,Sugarcane,2019,28.7,680.0,72.0,6.23
Ludhiana,Sugarcane,2020,29.7,650.0,75.0,5.87
Ludhiana,Sugarcane,2021,26.7,780.0,66.0,5.78
Ludhiana,Sugarcane,2022,25.7,810.0,64.0,6.46
Ludhiana,Sugarcane,2023,27.7,720.0,69.0,5.87
Ludhiana,Sugarcane,2024,28.7,690.0,71.0,5.7
Ludhiana,Sunflower,2015,24.7,800.0,60.0,2.64
Ludhiana,Sunflower,2016,26.7,750.0,65.0,2.77
Ludhiana,Sunflower,2017,25.7,820.0,70.0,1.86
Ludhiana,Sunflower,2018,27.7,700.0,68.0,1.93
Ludhiana,Sunflower,2019,28.7,680.0,72.0,1.92
Ludhiana,Sunflower,2020,29.7,650.0,75.0,2.64
Ludhiana,Sunflower,2021,26.7,780.0,66.0,2.54
Ludhiana,Sunflower,2022,25.7,810.0,64.0,2.61
Ludhiana,Sunflower,2023,27.7,720.0,69.0,2.52
Ludhiana,Sunflower,2024,28.7,690.0,71.0,2.54
Ludhiana,Wheat,2015,24.7,800.0,60.0,3.79
Ludhiana,Wheat,2016,26.7,750.0,65.0,3.95
Ludhiana,Wheat,2017,25.7,820.0,70.0,3.11
Ludhiana,Wheat,2018,27.7,700.0,68.0,3.91
Ludhiana,Wheat,2019,28.7,680.0,72.0,3.61
Ludhiana,Wheat,2020,29.7,650.0,75.0,3.52
Ludhiana,Wheat,2021,26.7,780.0,66.0,3.57
Ludhiana,Wheat,2022,25.7,810.0,64.0,3.34
Ludhiana,Wheat,2023,27.7,720.0,69.0,3.78
Ludhiana,Wheat,2024,28.7,690.0,71.0,3.98
Mansa,Bajra,2015,24.85,804.0,60.0,2.56
Mansa,Bajra,2016,26.85,754.0,65.0,2.05
Mansa,Bajra,2017,25.85,824.0,70.0,2.13
Mansa,Bajra,2018,27.85,704.0,68.0,2.28
Mansa,Bajra,2019,28.85,684.0,72.0,2.55
Mansa,Bajra,2020,29.85,654.0,75.0,2.06
Mansa,Bajra,2021,26.85,784.0,66.0,2.32
Mansa,Bajra,2022,25.85,814.0,64.0,1.96
Mansa,Bajra,2023,27.85,724.0,69.0,2.35
Mansa,Bajra,2024,28.85,694.0,71.0,2.66
Mansa,Cotton,2015,24.85,804.0,60.0,2.79
Mansa,Cotton,2016,26.85,754.0,65.0,2.46
Mansa,Cotton,2017,25.85,824.0,70.0,2.53
Mansa,Cotton,2018,27.85,704.0,68.0,2.98
Mansa,Cotton,2019,28.85,684.0,72.0,2.85
Mansa,Cotton,2020,29.85,654.0,75.0,2.73
Mansa,Cotton,2021,26.85,784.0,66.0,3.03
Mansa,Cotton,2022,25.85,814.0,64.0,2.57
Mansa,Cotton,2023,27.85,724.0,69.0,2.41
Mansa,Cotton,2024,28.85,694.0,71.0,2.65
Mansa,Gram,2015,24.85,804.0,60.0,1.53
Mansa,Gram,2016,26.85,754.0,65.0,1.92
Mansa,Gram,2017,25.85,824.0,70.0,2.29
Mansa,Gram,2018,27.85,704.0,68.0,1.61
Mansa,Gram,2019,28.85,684.0,72.0,1.45
Mansa,Gram,2020,29.85,654.0,75.0,2.22
Mansa,Gram,2021,26.85,784.0,66.0,1.88
Mansa,Gram,2022,25.85,814.0,64.0,2.1
Mansa,Gram,2023,27.85,724.0,69.0,2.15
Mansa,Gram,2024,28.85,694.0,71.0,1.76
Mansa,Maize,2015,24.85,804.0,60.0,2.88
Mansa,Maize,2016,26.85,754.0,65.0,2.79
Mansa,Maize,2017,25.85,824.0,70.0,3.35
Mansa,Maize,2018,27.85,704.0,68.0,3.13
Mansa,Maize,2019,28.85,684.0,72.0,2.88
Mansa,Maize,2020,29.85,654.0,75.0,3.24
Mansa,Maize,2021,26.85,784.0,66.0,2.57
Mansa,Maize,2022,25.85,814.0,64.0,2.71
Mansa,Maize,2023,27.85,724.0,69.0,3.32
Mansa,Maize,2024,28.85,694.0,71.0,2.64
Mansa,Mustard,2015,24.85,804.0,60.0,1.92
Mansa,Mustard,2016,26.85,754.0,65.0,1.55
Mansa,Mustard,2017,25.85,824.0,70.0,1.85
Mansa,Mustard,2018,27.85,704.0,68.0,1.96
Mansa,Mustard,2019,28.85,684.0,72.0,1.53
Mansa,Mustard,2020,29.85,654.0,75.0,1.62
Mansa,Mustard,2021,26.85,784.0,66.0,2.01
Mansa,Mustard,2022,25.85,814.0,64.0,1.83
Mansa,Mustard,2023,27.85,724.0,69.0,1.67
Mansa,Mustard,2024,28.85,694.0,71.0,1.82
Mansa,Potato,2015,24.85,804.0,60.0,5.42
Mansa,Potato,2016,26.85,754.0,65.0,4.91
Mansa,Potato,2017,25.85,824.0,70.0,5.21
Mansa,Potato,2018,27.85,704.0,68.0,5.42
Mansa,Potato,2019,28.85,684.0,72.0,4.53
Mansa,Potato,2020,29.85,654.0,75.0,4.92
Mansa,Potato,2021,26.85,784.0,66.0,5.03
Mansa,Potato,2022,25.85,814.0,64.0,4.93
Mansa,Potato,2023,27.85,724.0,69.0,4.92
Mansa,Potato,2024,28.85,694.0,71.0,5.16
Mansa,Rice,2015,24.85,804.0,60.0,4.86
Mansa,Rice,2016,26.85,754.0,65.0,4.17
Mansa,Rice,2017,25.85,824.0,70.0,4.41
Mansa,Rice,2018,27.85,704.0,68.0,4.36
Mansa,Rice,2019,28.85,684.0,72.0,4.84
Mansa,Rice,2020,29.85,654.0,75.0,4.23
Mansa,Rice,2021,26.85,784.0,66.0,4.41
Mansa,Rice,2022,25.85,814.0,64.0,4.42
Mansa,Rice,2023,27.85,724.0,69.0,4.81
Mansa,Rice,2024,28.85,694.0,71.0,4.01
Mansa,Sugarcane,2015,24.85,804.0,60.0,6.03
Mansa,Sugarcane,2016,26.85,754.0,65.0,5.93
Mansa,Sugarcane,2017,25.85,824.0,70.0,5.68
Mansa,Sugarcane,2018,27.85,704.0,68.0,6.39
Mansa,Sugarcane,2019,28.85,684.0,72.0,6.15
Mansa,Sugarcane,2020,29.85,654.0,75.0,6.15
Mansa,Sugarcane,2021,26.85,784.0,66.0,6.02
Mansa,Sugarcane,2022,25.85,814.0,64.0,6.42
Mansa,Sugarcane,2023,27.85,724.0,69.0,5.62
Mansa,Sugarcane,2024,28.85,694.0,71.0,6.02
Mansa,Sunflower,2015,24.85,804.0,60.0,2.73
Mansa,Sunflower,2016,26.85,754.0,65.0,2.37
Mansa,Sunflower,2017,25.85,824.0,70.0,2.49
Mansa,Sunflower,2018,27.85,704.0,68.0,2.64
Mansa,Sunflower,2019,28.85,684.0,72.0,2.63
Mansa,Sunflower,2020,29.85,654.0,75.0,2.27
Mansa,Sunflower,2021,26.85,784.0,66.0,1.95
Mansa,Sunflower,2022,25.85,814.0,64.0,2.27
Mansa,Sunflower,2023,27.85,724.0,69.0,1.81
Mansa,Sunflower,2024,28.85,694.0,71.0,2.61
Mansa,Wheat,2015,24.85,804.0,60.0,3.01
Mansa,Wheat,2016,26.85,754.0,65.0,3.46
Mansa,Wheat,2017,25.85,824.0,70.0,3.92
Mansa,Wheat,2018,27.85,704.0,68.0,3.5
Mansa,Wheat,2019,28.85,684.0,72.0,3.88
Mansa,Wheat,2020,29.85,654.0,75.0,3.24
Mansa,Wheat,2021,26.85,784.0,66.0,3.12
Mansa,Wheat,2022,25.85,814.0,64.0,3.06
Mansa,Wheat,2023,27.85,724.0,69.0,3.79
Mansa,Wheat,2024,28.85,694.0,71.0,3.84
Moga,Bajra,2015,25.0,808.0,60.0,1.91
Moga,Bajra,2016,27.0,758.0,65.0,2.24
Moga,Bajra,2017,26.0,828.0,70.0,2.42
Moga,Bajra,2018,28.0,708.0,68.0,2.35
Moga,Bajra,2019,29.0,688.0,72.0,1.92
Moga,Bajra,2020,30.0,658.0,75.0,2.28
Moga,Bajra,2021,27.0,788.0,66.0,1.91
Moga,Bajra,2022,26.0,818.0,64.0,2.55
Moga,Bajra,2023,28.0,728.0,69.0,1.77
Moga,Bajra,2024,29.0,698.0,71.0,2.37
Moga,Cotton,2015,25.0,808.0,60.0,3.08
Moga,Cotton,2016,27.0,758.0,65.0,3.03
Moga,Cotton,2017,26.0,828.0,70.0,2.69
Moga,Cotton,2018,28.0,708.0,68.0,2.98
Moga,Cotton,2019,29.0,688.0,72.0,2.44
Moga,Cotton,2020,30.0,658.0,75.0,3.02
Moga,Cotton,2021,27.0,788.0,66.0,3.12
Moga,Cotton,2022,26.0,818.0,64.0,2.52
Moga,Cotton,2023,28.0,728.0,69.0,3.26
Moga,Cotton,2024,29.0,698.0,71.0,3.1
Moga,Gram,2015,25.0,808.0,60.0,2.11
Moga,Gram,2016,27.0,758.0,65.0,1.51
Moga,Gram,2017,26.0,828.0,70.0,1.66
Moga,Gram,2018,28.0,708.0,68.0,1.62
Moga,Gram,2019,29.0,688.0,72.0,1.44
Moga,Gram,2020,30.0,658.0,75.0,1.84
Moga,Gram,2021,27.0,788.0,66.0,1.3
Moga,Gram,2022,26.0,818.0,64.0,1.85
Moga,Gram,2023,28.0,728.0,69.0,1.92
Moga,Gram,2024,29.0,698.0,71.0,1.77
Moga,Maize,2015,25.0,808.0,60.0,3.07
Moga,Maize,2016,27.0,758.0,65.0,3.41
Moga,Maize,2017,26.0,828.0,70.0,2.91
Moga,Maize,2018,28.0,708.0,68.0,2.78
Moga,Maize,2019,29.0,688.0,72.0,3.38
Moga,Maize,2020,30.0,658.0,75.0,3.0
Moga,Maize,2021,27.0,788.0,66.0,2.65
Moga,Maize,2022,26.0,818.0,64.0,2.77
Moga,Maize,2023,28.0,728.0,69.0,2.74
Moga,Maize,2024,29.0,698.0,71.0,3.4
Moga,Mustard,2015,25.0,808.0,60.0,2.12
Moga,Mustard,2016,27.0,758.0,65.0,1.79
Moga,Mustard,2017,26.0,828.0,70.0,1.67
Moga,Mustard,2018,28.0,708.0,68.0,1.81
Moga,Mustard,2019,29.0,688.0,72.0,2.28
Moga,Mustard,2020,30.0,658.0,75.0,1.64
Moga,Mustard,2021,27.0,788.0,66.0,1.87
Moga,Mustard,2022,26.0,818.0,64.0,1.56
Moga,Mustard,2023,28.0,728.0,69.0,2.37
Moga,Mustard,2024,29.0,698.0,71.0,2.45
Moga,Potato,2015,25.0,808.0,60.0,4.52
Moga,Potato,2016,27.0,758.0,65.0,5.02
Moga,Potato,2017,26.0,828.0,70.0,4.56
Moga,Potato,2018,28.0,708.0,68.0,5.15
Moga,Potato,2019,29.0,688.0,72.0,5.02
Moga,Potato,2020,30.0,658.0,75.0,4.81
Moga,Potato,2021,27.0,788.0,66.0,4.59
Moga,Potato,2022,26.0,818.0,64.0,5.39
Moga,Potato,2023,28.0,728.0,69.0,5.11
Moga,Potato,2024,29.0,698.0,71.0,4.52
Moga,Rice,2015,25.0,808.0,60.0,4.77
Moga,Rice,2016,27.0,758.0,65.0,4.07
Moga,Rice,2017,26.0,828.0,70.0,4.61
Moga,Rice,2018,28.0,708.0,68.0,4.71
Moga,Rice,2019,29.0,688.0,72.0,4.19
Moga,Rice,2020,30.0,658.0,75.0,4.67
Moga,Rice,2021,27.0,788.0,66.0,4.16
Moga,Rice,2022,26.0,818.0,64.0,4.29
Moga,Rice,2023,28.0,728.0,69.0,4.79
Moga,Rice,2024,29.0,698.0,71.0,4.2
Moga,Sugarcane,2015,25.0,808.0,60.0,5.97
Moga,Sugarcane,2016,27.0,758.0,65.0,6.15
Moga,Sugarcane,2017,26.0,828.0,70.0,5.52
Moga,Sugarcane,2018,28.0,708.0,68.0,6.09
Moga,Sugarcane,2019,29.0,688.0,72.0,6.41
Moga,Sugarcane,2020,30.0,658.0,75.0,5.83
Moga,Sugarcane,2021,27.0,788.0,66.0,5.64
Moga,Sugarcane,2022,26.0,818.0,64.0,5.53
Moga,Sugarcane,2023,28.0,728.0,69.0,6.12
Moga,Sugarcane,2024,29.0,698.0,71.0,6.1
Moga,Sunflower,2015,25.0,808.0,60.0,2.55
Moga,Sunflower,2016,27.0,758.0,65.0,2.36
Moga,Sunflower,2017,26.0,828.0,70.0,2.42
Moga,Sunflower,2018,28.0,708.0,68.0,2.55
Moga,Sunflower,2019,29.0,688.0,72.0,2.56
Moga,Sunflower,2020,30.0,658.0,75.0,2.38
Moga,Sunflower,2021,27.0,788.0,66.0,2.69
Moga,Sunflower,2022,26.0,818.0,64.0,2.52
Moga,Sunflower,2023,28.0,728.0,69.0,1.98
Moga,Sunflower,2024,29.0,698.0,71.0,2.16
Moga,Wheat,2015,25.0,808.0,60.0,3.72
Moga,Wheat,2016,27.0,758.0,65.0,3.18
Moga,Wheat,2017,26.0,828.0,70.0,3.86
Moga,Wheat,2018,28.0,708.0,68.0,3.56
Moga,Wheat,2019,29.0,688.0,72.0,3.67
Moga,Wheat,2020,30.0,658.0,75.0,3.43
Moga,Wheat,2021,27.0,788.0,66.0,3.02
Moga,Wheat,2022,26.0,818.0,64.0,3.93
Moga,Wheat,2023,28.0,728.0,69.0,3.45
Moga,Wheat,2024,29.0,698.0,71.0,3.47
Mohali,Bajra,2015,25.15,812.0,60.0,2.29
Mohali,Bajra,2016,27.15,762.0,65.0,1.91
Mohali,Bajra,2017,26.15,832.0,70.0,1.71
Mohali,Bajra,2018,28.15,712.0,68.0,2.4
Mohali,Bajra,2019,29.15,692.0,72.0,2.54
Mohali,Bajra,2020,30.15,662.0,75.0,1.92
Mohali,Bajra,2021,27.15,792.0,66.0,2.56
Mohali,Bajra,2022,26.15,822.0,64.0,2.39
Mohali,Bajra,2023,28.15,732.0,69.0,1.94
Mohali,Bajra,2024,29.15,702.0,71.0,2.25
Mohali,Cotton,2015,25.15,812.0,60.0,2.94
Mohali,Cotton,2016,27.15,762.0,65.0,2.52
Mohali,Cotton,2017,26.15,832.0,70.0,3.29
Mohali,Cotton,2018,28.15,712.0,68.0,2.75
Mohali,Cotton,2019,29.15,692.0,72.0,2.7
Mohali,Cotton,2020,30.15,662.0,75.0,2.81
Mohali,Cotton,2021,27.15,792.0,66.0,2.64
Mohali,Cotton,2022,26.15,822.0,64.0,2.84
Mohali,Cotton,2023,28.15,732.0,69.0,2.42
Mohali,Cotton,2024,29.15,702.0,71.0,2.84
Mohali,Gram,2015,25.15,812.0,60.0,2.18
Mohali,Gram,2016,27.15,762.0,65.0,1.75
Mohali,Gram,2017,26.15,832.0,70.0,1.88
Mohali,Gram,2018,28.15,712.0,68.0,1.55
Mohali,Gram,2019,29.15,692.0,72.0,1.8
Mohali,Gram,2020,30.15,662.0,75.0,2.3
Mohali,Gram,2021,27.15,792.0,66.0,1.83
Mohali,Gram,2022,26.15,822.0,64.0,1.46
Mohali,Gram,2023,28.15,732.0,69.0,1.73
Mohali,Gram,2024,29.15,702.0,71.0,2.22
Mohali,Maize,2015,25.15,812.0,60.0,2.97
Mohali,Maize,2016,27.15,762.0,65.0,2.91
Mohali,Maize,2017,26.15,832.0,70.0,2.88
Mohali,Maize,2018,28.15,712.0,68.0,3.49
Mohali,Maize,2019,29.15,692.0,72.0,3.26
Mohali,Maize,2020,30.15,662.0,75.0,2.55
Mohali,Maize,2021,27.15,792.0,66.0,2.85
Mohali,Maize,2022,26.15,822.0,64.0,2.51
Mohali,Maize,2023,28.15,732.0,69.0,3.27
Mohali,Maize,2024,29.15,702.0,71.0,3.01
Mohali,Mustard,2015,25.15,812.0,60.0,1.63
Mohali,Mustard,2016,27.15,762.0,65.0,2.27
Mohali,Mustard,2017,26.15,832.0,70.0,2.44
Mohali,Mustard,2018,28.15,712.0,68.0,1.77
Mohali,Mustard,2019,29.15,692.0,72.0,2.0
Mohali,Mustard,2020,30.15,662.0,75.0,2.46
Mohali,Mustard,2021,27.15,792.0,66.0,1.86
Mohali,Mustard,2022,26.15,822.0,64.0,2.32
Mohali,Mustard,2023,28.15,732.0,69.0,1.73
Mohali,Mustard,2024,29.15,702.0,71.0,1.76
Mohali,Potato,2015,25.15,812.0,60.0,4.91
Mohali,Potato,2016,27.15,762.0,65.0,4.91
Mohali,Potato,2017,26.15,832.0,70.0,4.62
Mohali,Potato,2018,28.15,712.0,68.0,4.5
Mohali,Potato,2019,29.15,692.0,72.0,4.86
Mohali,Potato,2020,30.15,662.0,75.0,4.74
Mohali,Potato,2021,27.15,792.0,66.0,5.22
Mohali,Potato,2022,26.15,822.0,64.0,5.04
Mohali,Potato,2023,28.15,732.0,69.0,4.95
Mohali,Potato,2024,29.15,702.0,71.0,5.47
Mohali,Rice,2015,25.15,812.0,60.0,4.05
Mohali,Rice,2016,27.15,762.0,65.0,4.93
Mohali,Rice,2017,26.15,832.0,70.0,4.13
Mohali,Rice,2018,28.15,712.0,68.0,4.47
Mohali,Rice,2019,29.15,692.0,72.0,4.7
