Year,District,Crop,Rainfall,Temperature,Humidity,Yield
2021,Kapurthala,Rice,510,32.1,64,4.45
2022,Kapurthala,Rice,651,28.3,58,4.66
2023,Kapurthala,Rice,481,26.7,83,4.26
2024,Kapurthala,Rice,1007,27.1,73,4.52
2010,Kapurthala,Cotton,666,29.4,70,2.66
2011,Kapurthala,Cotton,770,27.7,57,3.22
2012,Kapurthala,Cotton,969,24.4,74,2.45
2013,Kapurthala,Cotton,1053,30.5,82,2.34
2014,Kapurthala,Cotton,802,32.6,81,2.81
2015,Kapurthala,Cotton,975,33.4,53,2.81
2016,Kapurthala,Cotton,439,25.7,63,3.1
2017,Kapurthala,Cotton,466,32.6,57,2.67
2018,Kapurthala,Cotton,549,30.6,68,2.88
2019,Kapurthala,Cotton,509,34.5,50,3.06
2020,Kapurthala,Cotton,764,34.0,64,2.31
2021,Kapurthala,Cotton,553,27.1,58,2.57
2022,Kapurthala,Cotton,418,27.4,74,2.73
2023,Kapurthala,Cotton,818,29.9,76,2.95
2024,Kapurthala,Cotton,991,30.3,50,2.77
2010,Kapurthala,Maize,899,25.0,75,3.43
2011,Kapurthala,Maize,743,33.3,54,2.52
2012,Kapurthala,Maize,492,30.5,56,3.09
2013,Kapurthala,Maize,433,27.1,52,3.02
2014,Kapurthala,Maize,953,27.8,78,2.69
2015,Kapurthala,Maize,513,26.5,65,2.59
2016,Kapurthala,Maize,692,28.3,54,3.29
2017,Kapurthala,Maize,583,24.9,79,3.45
2018,Kapurthala,Maize,592,34.8,60,3.26
2019,Kapurthala,Maize,778,25.1,62,3.48
2020,Kapurthala,Maize,609,30.9,57,3.07
2021,Kapurthala,Maize,524,27.7,67,2.87
2022,Kapurthala,Maize,515,31.7,83,3.0
2023,Kapurthala,Maize,410,27.9,85,3.21
2024,Kapurthala,Maize,638,31.6,69,3.4
2010,Kapurthala,Sugarcane,525,25.4,58,5.55
2011,Kapurthala,Sugarcane,757,27.8,67,6.35
2012,Kapurthala,Sugarcane,794,26.9,76,6.44
2013,Kapurthala,Sugarcane,971,27.0,62,6.49
2014,Kapurthala,Sugarcane,840,34.8,81,6.46
2015,Kapurthala,Sugarcane,670,32.1,71,6.19
2016,Kapurthala,Sugarcane,582,27.2,68,5.83
2017,Kapurthala,Sugarcane,690,28.4,51,6.49
2018,Kapurthala,Sugarcane,622,34.8,67,6.01
2019,Kapurthala,Sugarcane,405,30.3,81,6.32
2020,Kapurthala,Sugarcane,684,28.0,76,5.62
2021,Kapurthala,Sugarcane,1015,31.4,57,5.78
2022,Kapurthala,Sugarcane,848,30.9,79,6.45
2023,Kapurthala,Sugarcane,703,26.7,80,5.52
2024,Kapurthala,Sugarcane,1012,33.7,59,5.91
2010,Kapurthala,Mustard,575,30.6,65,1.55
2011,Kapurthala,Mustard,1085,28.1,60,2.17
2012,Kapurthala,Mustard,688,27.9,50,1.79
2013,Kapurthala,Mustard,412,32.9,81,2.01
2014,Kapurthala,Mustard,879,24.5,67,2.42
2015,Kapurthala,Mustard,801,30.7,51,2.12
2016,Kapurthala,Mustard,607,31.1,59,1.52
2017,Kapurthala,Mustard,797,26.3,50,1.63
2018,Kapurthala,Mustard,758,31.1,82,1.86
2019,Kapurthala,Mustard,642,34.5,84,1.85
2020,Kapurthala,Mustard,963,34.1,64,1.68
2021,Kapurthala,Mustard,527,26.7,77,2.17
2022,Kapurthala,Mustard,1091,34.4,79,2.08
2023,Kapurthala,Mustard,942,32.5,66,1.68
2024,Kapurthala,Mustard,453,30.0,63,2.06
2010,Kapurthala,Potato,520,26.1,83,4.99
2011,Kapurthala,Potato,490,33.0,82,5.2
2012,Kapurthala,Potato,443,34.4,55,5.07
2013,Kapurthala,Potato,492,32.8,62,4.52
2014,Kapurthala,Potato,1019,34.0,81,4.85
2015,Kapurthala,Potato,910,30.0,79,5.45
2016,Kapurthala,Potato,698,29.5,58,5.02
2017,Kapurthala,Potato,822,32.9,57,5.5
2018,Kapurthala,Potato,814,34.8,77,4.97
2019,Kapurthala,Potato,1027,25.4,74,5.09
2020,Kapurthala,Potato,862,28.5,60,5.07
2021,Kapurthala,Potato,508,29.8,83,4.79
2022,Kapurthala,Potato,628,27.0,79,4.96
2023,Kapurthala,Potato,888,24.0,82,4.8
2024,Kapurthala,Potato,837,26.2,75,5.41
2010,Kapurthala,Bajra,1002,34.1,71,2.19
2011,Kapurthala,Bajra,899,26.1,56,2.23
2012,Kapurthala,Bajra,666,26.4,60,2.36
2013,Kapurthala,Bajra,433,26.5,63,2.23
2014,Kapurthala,Bajra,524,32.1,57,1.73
2015,Kapurthala,Bajra,1058,30.2,54,2.54
2016,Kapurthala,Bajra,834,31.4,59,2.04
2017,Kapurthala,Bajra,436,28.9,60,1.78
2018,Kapurthala,Bajra,722,28.7,60,2.27
2019,Kapurthala,Bajra,575,28.6,80,2.28
2020,Kapurthala,Bajra,471,26.2,58,1.77
2021,Kapurthala,Bajra,530,33.6,80,2.36
2022,Kapurthala,Bajra,1085,27.6,55,2.48
2023,Kapurthala,Bajra,753,26.0,83,2.28
2024,Kapurthala,Bajra,546,31.6,52,2.69
2010,Kapurthala,Gram,539,27.1,63,2.14
2011,Kapurthala,Gram,504,34.2,67,1.76
2012,Kapurthala,Gram,804,30.3,68,2.02
2013,Kapurthala,Gram,740,25.4,60,1.78
2014,Kapurthala,Gram,768,26.7,57,1.31
2015,Kapurthala,Gram,809,34.9,57,1.43
2016,Kapurthala,Gram,1042,32.2,75,1.63
2017,Kapurthala,Gram,948,26.2,53,1.89
2018,Kapurthala,Gram,941,27.9,57,1.52
2019,Kapurthala,Gram,504,30.1,52,1.47
2020,Kapurthala,Gram,739,33.3,69,1.93
2021,Kapurthala,Gram,694,24.6,50,2.24
2022,Kapurthala,Gram,1064,28.6,55,1.84
2023,Kapurthala,Gram,450,28.2,56,1.96
2024,Kapurthala,Gram,873,33.9,76,1.8
2010,Kapurthala,Sunflower,573,29.5,64,2.64
2011,Kapurthala,Sunflower,585,29.5,71,2.63
2012,Kapurthala,Sunflower,781,28.5,63,2.52
2013,Kapurthala,Sunflower,705,33.8,53,1.89
2014,Kapurthala,Sunflower,650,29.0,82,2.21
2015,Kapurthala,Sunflower,517,32.8,67,2.42
2016,Kapurthala,Sunflower,856,34.7,53,2.09
2017,Kapurthala,Sunflower,982,26.6,84,2.41
2018,Kapurthala,Sunflower,597,34.3,51,2.22
2019,Kapurthala,Sunflower,496,30.3,65,2.48
2020,Kapurthala,Sunflower,481,33.3,55,2.34
2021,Kapurthala,Sunflower,556,33.3,83,1.9
2022,Kapurthala,Sunflower,615,27.7,54,2.77
2023,Kapurthala,Sunflower,786,34.7,51,2.25
2024,Kapurthala,Sunflower,1064,26.9,78,2.58
2010,Gurdaspur,Wheat,812,29.1,72,3.79
2011,Gurdaspur,Wheat,615,32.9,62,3.39
2012,Gurdaspur,Wheat,548,27.9,84,3.06
2013,Gurdaspur,Wheat,710,31.6,79,3.81
2014,Gurdaspur,Wheat,675,27.0,79,3.42
2015,Gurdaspur,Wheat,545,27.1,60,3.91
2016,Gurdaspur,Wheat,997,26.9,57,3.65
2017,Gurdaspur,Wheat,963,30.4,52,3.64
2018,Gurdaspur,Wheat,652,32.0,85,3.55
2019,Gurdaspur,Wheat,746,28.6,68,3.91
2020,Gurdaspur,Wheat,730,28.8,65,3.3
2021,Gurdaspur,Wheat,587,27.7,71,3.11
2022,Gurdaspur,Wheat,550,25.2,79,3.35
2023,Gurdaspur,Wheat,480,29.2,68,3.55
2024,Gurdaspur,Wheat,874,29.1,69,3.09
2010,Gurdaspur,Rice,833,29.9,56,4.37
2011,Gurdaspur,Rice,700,25.4,71,4.85
2012,Gurdaspur,Rice,630,27.6,77,4.94
2013,Gurdaspur,Rice,588,25.9,82,4.09
2014,Gurdaspur,Rice,723,32.9,74,4.27
2015,Gurdaspur,Rice,511,27.5,74,4.2
2016,Gurdaspur,Rice,1031,30.1,62,4.76
2017,Gurdaspur,Rice,744,24.6,80,4.71
2018,Gurdaspur,Rice,656,26.1,69,4.89
2019,Gurdaspur,Rice,553,32.5,71,4.54
2020,Gurdaspur,Rice,903,33.9,68,4.17
2021,Gurdaspur,Rice,960,30.4,64,4.71
2022,Gurdaspur,Rice,542,33.5,56,4.93
2023,Gurdaspur,Rice,791,33.5,66,4.33
2024,Gurdaspur,Rice,957,27.2,68,4.96
2010,Gurdaspur,Cotton,656,32.3,63,2.69
2011,Gurdaspur,Cotton,905,30.5,78,3.14
2012,Gurdaspur,Cotton,1026,24.6,76,2.77
2013,Gurdaspur,Cotton,1095,28.3,66,2.77
2014,Gurdaspur,Cotton,415,29.4,73,2.8
2015,Gurdaspur,Cotton,811,29.1,75,3.04
2016,Gurdaspur,Cotton,643,26.2,82,3.03
2017,Gurdaspur,Cotton,651,25.9,53,3.16
2018,Gurdaspur,Cotton,968,32.4,66,2.61
2019,Gurdaspur,Cotton,627,26.1,71,3.28
2020,Gurdaspur,Cotton,1008,32.1,61,2.41
2021,Gurdaspur,Cotton,987,33.5,70,2.79
2022,Gurdaspur,Cotton,725,31.8,65,2.42
2023,Gurdaspur,Cotton,790,33.8,60,2.95
2024,Gurdaspur,Cotton,500,25.4,55,2.94
2010,Gurdaspur,Maize,618,34.7,66,2.61
2011,Gurdaspur,Maize,464,29.4,72,3.04
2012,Gurdaspur,Maize,825,33.8,80,3.39
2013,Gurdaspur,Maize,489,30.4,75,2.71
2014,Gurdaspur,Maize,963,26.3,63,2.66
2015,Gurdaspur,Maize,555,25.9,54,3.35
2016,Gurdaspur,Maize,879,29.5,53,3.49
2017,Gurdaspur,Maize,930,26.4,64,3.02
2018,Gurdaspur,Maize,574,34.4,61,3.4
2019,Gurdaspur,Maize,647,30.4,85,3.34
2020,Gurdaspur,Maize,758,33.9,53,2.81
2021,Gurdaspur,Maize,1073,26.2,64,2.91
2022,Gurdaspur,Maize,934,33.8,80,2.65
2023,Gurdaspur,Maize,446,33.6,75,2.89
2024,Gurdaspur,Maize,664,31.1,81,2.76
2010,Gurdaspur,Sugarcane,609,26.3,81,5.95
2011,Gurdaspur,Sugarcane,486,31.4,57,6.47
2012,Gurdaspur,Sugarcane,658,28.4,60,6.21
2013,Gurdaspur,Sugarcane,1048,31.4,57,5.67
2014,Gurdaspur,Sugarcane,876,29.8,66,5.61
2015,Gurdaspur,Sugarcane,972,31.7,80,5.75
2016,Gurdaspur,Sugarcane,792,27.4,82,5.52
2017,Gurdaspur,Sugarcane,469,25.3,78,5.54
2018,Gurdaspur,Sugarcane,477,25.8,59,5.78
2019,Gurdaspur,Sugarcane,817,29.8,57,6.22
2020,Gurdaspur,Sugarcane,646,29.7,52,6.2
2021,Gurdaspur,Sugarcane,499,28.2,64,6.3
2022,Gurdaspur,Sugarcane,769,34.5,62,6.25
2023,Gurdaspur,Sugarcane,1017,32.0,63,5.85
2024,Gurdaspur,Sugarcane,651,30.4,74,5.65
2010,Gurdaspur,Mustard,1010,26.8,54,1.93
2011,Gurdaspur,Mustard,829,25.1,61,1.85
2012,Gurdaspur,Mustard,761,28.1,53,2.15
2013,Gurdaspur,Mustard,718,31.1,57,1.51
2014,Gurdaspur,Mustard,881,29.0,58,1.87
2015,Gurdaspur,Mustard,813,32.3,64,2.05
2016,Gurdaspur,Mustard,434,24.8,61,1.76
2017,Gurdaspur,Mustard,1051,30.0,67,1.99
2018,Gurdaspur,Mustard,1058,25.2,64,2.26
2019,Gurdaspur,Mustard,678,30.2,51,1.86
2020,Gurdaspur,Mustard,976,25.8,85,1.84
2021,Gurdaspur,Mustard,749,26.1,83,2.01
2022,Gurdaspur,Mustard,896,27.7,66,1.54
2023,Gurdaspur,Mustard,407,24.0,73,2.48
2024,Gurdaspur,Mustard,769,29.6,80,1.73
2010,Gurdaspur,Potato,602,33.6,74,5.39
2011,Gurdaspur,Potato,1027,31.0,74,4.81
2012,Gurdaspur,Potato,969,29.3,57,4.93
2013,Gurdaspur,Potato,759,28.6,53,4.58
2014,Gurdaspur,Potato,678,30.3,67,4.74
2015,Gurdaspur,Potato,807,32.8,65,4.69
2016,Gurdaspur,Potato,418,25.1,58,5.4
2017,Gurdaspur,Potato,953,34.1,73,4.88
2018,Gurdaspur,Potato,938,28.8,75,5.48
2019,Gurdaspur,Potato,1010,29.5,84,5.31
2020,Gurdaspur,Potato,730,26.9,62,4.57
2021,Gurdaspur,Potato,440,27.2,55,4.8
2022,Gurdaspur,Potato,524,32.9,77,4.86
2023,Gurdaspur,Potato,479,29.4,61,5.04
2024,Gurdaspur,Potato,972,34.2,59,5.11
2010,Gurdaspur,Bajra,736,32.2,70,2.2
2011,Gurdaspur,Bajra,415,30.4,63,2.47
2012,Gurdaspur,Bajra,656,24.4,53,1.93
2013,Gurdaspur,Bajra,791,25.1,82,1.7
2014,Gurdaspur,Bajra,1044,30.5,72,2.68
2015,Gurdaspur,Bajra,839,29.9,64,2.62
2016,Gurdaspur,Bajra,536,31.7,63,1.97
2017,Gurdaspur,Bajra,705,28.8,67,2.21
2018,Gurdaspur,Bajra,1093,27.7,85,2.58
2019,Gurdaspur,Bajra,970,33.9,85,2.25
2020,Gurdaspur,Bajra,402,25.4,75,2.03
2021,Gurdaspur,Bajra,886,33.3,63,2.05
2022,Gurdaspur,Bajra,498,33.2,72,1.91
2023,Gurdaspur,Bajra,900,28.9,65,1.89
2024,Gurdaspur,Bajra,576,34.1,83,2.53
2010,Gurdaspur,Gram,1070,33.6,67,1.85
2011,Gurdaspur,Gram,680,33.9,65,1.63
2012,Gurdaspur,Gram,595,28.0,74,2.0
2013,Gurdaspur,Gram,877,26.0,67,2.25
2014,Gurdaspur,Gram,921,34.9,75,1.86
2015,Gurdaspur,Gram,868,32.7,73,2.08
2016,Gurdaspur,Gram,946,31.6,82,1.42
2017,Gurdaspur,Gram,675,26.1,61,1.99
2018,Gurdaspur,Gram,1036,34.1,70,1.77
2019,Gurdaspur,Gram,449,32.4,51,1.52
2020,Gurdaspur,Gram,1081,25.6,73,1.9
2021,Gurdaspur,Gram,999,30.0,75,1.6
2022,Gurdaspur,Gram,483,27.2,69,2.15
2023,Gurdaspur,Gram,575,33.7,71,1.47
2024,Gurdaspur,Gram,910,27.4,51,2.22
2010,Gurdaspur,Sunflower,1080,33.5,71,2.45
2011,Gurdaspur,Sunflower,760,26.4,70,2.28
2012,Gurdaspur,Sunflower,1059,31.5,81,2.58
2013,Gurdaspur,Sunflower,909,24.2,59,2.18
2014,Gurdaspur,Sunflower,942,24.2,51,2.77
2015,Gurdaspur,Sunflower,754,31.7,56,2.43
2016,Gurdaspur,Sunflower,727,29.2,59,2.14
2017,Gurdaspur,Sunflower,1075,31.6,76,1.85
2018,Gurdaspur,Sunflower,942,29.4,64,2.08
2019,Gurdaspur,Sunflower,411,25.9,77,1.85
2020,Gurdaspur,Sunflower,430,26.8,70,2.39
2021,Gurdaspur,Sunflower,836,26.2,62,2.64
2022,Gurdaspur,Sunflower,616,33.8,80,1.91
2023,Gurdaspur,Sunflower,895,26.0,63,2.61
2024,Gurdaspur,Sunflower,435,27.1,65,2.15
2010,Pathankot,Wheat,482,30.7,58,3.34
2011,Pathankot,Wheat,562,29.7,77,3.12
2012,Pathankot,Wheat,615,24.1,60,3.55
2013,Pathankot,Wheat,400,28.9,57,3.79
2014,Pathankot,Wheat,722,31.0,77,3.95
2015,Pathankot,Wheat,405,31.8,74,3.81
2016,Pathankot,Wheat,811,27.7,76,3.76
2017,Pathankot,Wheat,615,31.1,69,3.3
2018,Pathankot,Wheat,1063,26.9,77,3.15
2019,Pathankot,Wheat,578,33.0,79,3.86
2020,Pathankot,Wheat,927,30.7,53,3.08
2021,Pathankot,Wheat,556,31.9,71,3.93
2022,Pathankot,Wheat,1024,29.5,77,3.09
2023,Pathankot,Wheat,774,25.2,52,3.66
2024,Pathankot,Wheat,504,28.1,77,3.33
2010,Pathankot,Rice,617,33.4,81,4.94
2011,Pathankot,Rice,694,31.4,64,4.08
2012,Pathankot,Rice,1031,26.7,66,4.2
2013,Pathankot,Rice,894,24.9,77,4.66
2014,Pathankot,Rice,981,29.7,63,4.33
2015,Pathankot,Rice,683,25.1,70,4.5
2016,Pathankot,Rice,820,29.2,82,4.72
2017,Pathankot,Rice,783,33.2,55,4.83
2018,Pathankot,Rice,546,24.2,72,4.4
2019,Pathankot,Rice,559,32.9,58,4.46
2020,Pathankot,Rice,690,27.8,81,4.11
2021,Pathankot,Rice,430,27.7,79,4.65
2022,Pathankot,Rice,1096,33.2,65,4.13
2023,Pathankot,Rice,578,34.2,84,4.53
2024,Pathankot,Rice,837,26.0,81,4.1
2010,Pathankot,Cotton,650,33.0,72,2.67
2011,Pathankot,Cotton,581,27.3,69,2.49
2012,Pathankot,Cotton,1036,30.7,51,3.19
2013,Pathankot,Cotton,778,32.8,71,3.03
2014,Pathankot,Cotton,729,29.3,60,2.55
2015,Pathankot,Cotton,772,28.9,57,2.31
2016,Pathankot,Cotton,1045,27.2,59,2.7
2017,Pathankot,Cotton,545,28.0,84,3.1
2018,Pathankot,Cotton,660,34.8,62,2.83
2019,Pathankot,Cotton,1029,33.8,69,3.04
2020,Pathankot,Cotton,568,29.3,76,2.5
2021,Pathankot,Cotton,1003,29.6,83,3.01
2022,Pathankot,Cotton,1078,27.4,66,3.29
2023,Pathankot,Cotton,460,24.3,79,2.65
2024,Pathankot,Cotton,547,26.3,68,3.1
2010,Pathankot,Maize,476,33.4,77,3.11
2011,Pathankot,Maize,869,28.8,64,3.15
2012,Pathankot,Maize,540,27.3,79,2.98
2013,Pathankot,Maize,440,34.2,51,2.7
2014,Pathankot,Maize,464,28.9,62,2.6
2015,Pathankot,Maize,870,28.6,73,2.87
2016,Pathankot,Maize,874,30.1,68,3.22
2017,Pathankot,Maize,555,33.3,55,2.86
2018,Pathankot,Maize,856,28.2,63,2.78
2019,Pathankot,Maize,782,24.9,52,3.42
2020,Pathankot,Maize,716,24.5,65,2.89
2021,Pathankot,Maize,409,26.6,85,2.9
2022,Pathankot,Maize,1051,27.3,63,3.14
2023,Pathankot,Maize,519,26.6,59,3.4
2024,Pathankot,Maize,442,27.3,54,2.84
2010,Pathankot,Sugarcane,496,32.2,74,5.87
2011,Pathankot,Sugarcane,685,25.1,53,5.59
2012,Pathankot,Sugarcane,571,33.7,65,5.64
2013,Pathankot,Sugarcane,1092,29.7,85,5.56
2014,Pathankot,Sugarcane,606,30.7,61,6.3
2015,Pathankot,Sugarcane,561,31.8,63,6.0
2016,Pathankot,Sugarcane,785,32.1,77,6.43
2017,Pathankot,Sugarcane,670,30.0,52,6.22
2018,Pathankot,Sugarcane,866,28.7,52,5.74
2019,Pathankot,Sugarcane,661,26.4,52,6.06
2020,Pathankot,Sugarcane,470,32.7,76,6.38
2021,Pathankot,Sugarcane,1051,31.9,73,6.35
2022,Pathankot,Sugarcane,660,27.1,81,6.29
2023,Pathankot,Sugarcane,978,30.1,76,6.26
2024,Pathankot,Sugarcane,622,32.2,73,6.05
2010,Pathankot,Mustard,589,27.2,63,1.67
2011,Pathankot,Mustard,673,32.9,57,2.05
2012,Pathankot,Mustard,604,26.1,56,2.05
2013,Pathankot,Mustard,934,32.6,73,2.29
2014,Pathankot,Mustard,1008,34.7,51,2.09
2015,Pathankot,Mustard,1010,25.9,78,1.9
2016,Pathankot,Mustard,719,25.9,53,1.97
2017,Pathankot,Mustard,1046,25.5,54,1.68
2018,Pathankot,Mustard,856,32.0,65,2.3
2019,Pathankot,Mustard,895,26.3,67,2.44
2020,Pathankot,Mustard,805,24.2,52,2.26
2021,Pathankot,Mustard,522,24.4,60,1.5
2022,Pathankot,Mustard,809,32.4,84,1.97
2023,Pathankot,Mustard,517,28.3,71,2.24
2024,Pathankot,Mustard,1018,32.0,62,2.06
2010,Pathankot,Potato,735,24.8,52,4.86
2011,Pathankot,Potato,814,25.4,59,4.75
2012,Pathankot,Potato,991,32.2,59,4.91
2013,Pathankot,Potato,461,32.6,77,5.06
2014,Pathankot,Potato,1096,32.0,85,5.03
2015,Pathankot,Potato,805,29.0,77,5.44
2016,Pathankot,Potato,889,24.7,50,5.27
2017,Pathankot,Potato,710,33.6,50,5.41
2018,Pathankot,Potato,830,34.5,55,4.9
2019,Pathankot,Potato,630,26.4,70,5.21
2020,Pathankot,Potato,602,29.9,69,4.61
2021,Pathankot,Potato,761,30.6,65,4.84
2022,Pathankot,Potato,549,32.0,51,4.64
2023,Pathankot,Potato,1014,27.1,63,4.59
2024,Pathankot,Potato,875,33.8,60,5.1
2010,Pathankot,Bajra,527,29.0,79,2.39
2011,Pathankot,Bajra,648,30.6,51,2.23
2012,Pathankot,Bajra,563,27.8,71,2.0
2013,Pathankot,Bajra,673,24.2,67,1.93
2014,Pathankot,Bajra,489,30.3,70,2.69
2015,Pathankot,Bajra,917,33.6,64,2.17
2016,Pathankot,Bajra,612,33.9,53,2.61
2017,Pathankot,Bajra,776,34.9,53,1.73
2018,Pathankot,Bajra,905,31.2,77,2.26
2019,Pathankot,Bajra,876,31.1,72,1.75
2020,Pathankot,Bajra,490,31.2,83,1.99
2021,Pathankot,Bajra,549,31.3,63,2.01
2022,Pathankot,Bajra,616,34.3,65,2.32
2023,Pathankot,Bajra,550,27.0,54,2.67
2024,Pathankot,Bajra,1019,25.4,78,2.34
2010,Pathankot,Gram,852,24.8,51,2.02
2011,Pathankot,Gram,908,31.1,58,1.73
2012,Pathankot,Gram,989,34.2,66,2.12
2013,Pathankot,Gram,946,27.4,84,1.35
2014,Pathankot,Gram,469,32.9,80,1.6
2015,Pathankot,Gram,1088,25.9,51,2.02
2016,Pathankot,Gram,830,25.9,50,2.06
2017,Pathankot,Gram,641,33.1,58,1.49
2018,Pathankot,Gram,585,26.9,63,1.77
2019,Pathankot,Gram,895,27.2,73,2.1
2020,Pathankot,Gram,551,35.0,74,2.24
2021,Pathankot,Gram,930,25.7,75,2.29
2022,Pathankot,Gram,692,29.3,70,2.01
2023,Pathankot,Gram,994,26.5,64,1.62
2024,Pathankot,Gram,1085,33.6,66,1.48
2010,Pathankot,Sunflower,549,34.8,60,2.54
2011,Pathankot,Sunflower,956,27.4,72,2.46
2012,Pathankot,Sunflower,818,27.4,73,1.98
2013,Pathankot,Sunflower,688,25.6,83,2.78
2014,Pathankot,Sunflower,634,27.3,55,2.6
2015,Pathankot,Sunflower,430,33.4,62,2.39
2016,Pathankot,Sunflower,939,30.0,80,2.52
2017,Pathankot,Sunflower,971,26.5,56,1.87
2018,Pathankot,Sunflower,449,33.4,60,2.29
2019,Pathankot,Sunflower,829,26.7,57,1.98
2020,Pathankot,Sunflower,539,34.7,59,1.81
2021,Pathankot,Sunflower,1002,33.3,61,2.06
2022,Pathankot,Sunflower,525,25.7,59,2.66
2023,Pathankot,Sunflower,858,30.3,82,2.57
2024,Pathankot,Sunflower,829,25.4,72,2.25
2010,Hoshiarpur,Wheat,521,33.7,78,3.58
2011,Hoshiarpur,Wheat,507,26.9,54,3.47
2012,Hoshiarpur,Wheat,721,33.7,79,3.53
2013,Hoshiarpur,Wheat,466,34.4,69,3.19
2014,Hoshiarpur,Wheat,780,24.2,85,3.43
2015,Hoshiarpur,Wheat,493,26.3,67,3.61
2016,Hoshiarpur,Wheat,458,26.9,50,3.16
2017,Hoshiarpur,Wheat,743,26.1,76,3.69
2018,Hoshiarpur,Wheat,901,28.4,73,3.87
2019,Hoshiarpur,Wheat,507,34.7,63,3.88
2020,Hoshiarpur,Wheat,710,28.7,61,3.05
2021,Hoshiarpur,Wheat,607,24.1,55,3.78
2022,Hoshiarpur,Wheat,1092,29.6,84,3.08
2023,Hoshiarpur,Wheat,963,32.7,78,3.05
2024,Hoshiarpur,Wheat,612,26.1,85,3.94
2010,Hoshiarpur,Rice,846,30.3,56,4.1
2011,Hoshiarpur,Rice,852,25.4,63,4.55
2012,Hoshiarpur,Rice,1013,25.3,51,4.85
2013,Hoshiarpur,Rice,535,33.3,60,4.83
2014,Hoshiarpur,Rice,917,29.1,67,4.81
2015,Hoshiarpur,Rice,548,31.3,81,4.43
2016,Hoshiarpur,Rice,1062,28.6,78,4.17
2017,Hoshiarpur,Rice,857,29.6,56,4.47
2018,Hoshiarpur,Rice,877,32.2,79,4.15
2019,Hoshiarpur,Rice,556,31.2,81,4.92
2020,Hoshiarpur,Rice,826,28.9,81,4.79
2021,Hoshiarpur,Rice,1090,33.8,59,4.3
2022,Hoshiarpur,Rice,541,29.7,52,4.37
2023,Hoshiarpur,Rice,656,24.8,68,4.11
2024,Hoshiarpur,Rice,791,25.1,77,4.97
2010,Hoshiarpur,Cotton,1075,24.5,73,2.56
2011,Hoshiarpur,Cotton,1005,31.8,63,2.87
2012,Hoshiarpur,Cotton,877,31.7,77,3.05
2013,Hoshiarpur,Cotton,563,26.3,58,3.17
2014,Hoshiarpur,Cotton,676,34.9,61,3.17
2015,Hoshiarpur,Cotton,1009,31.5,70,3.15
2016,Hoshiarpur,Cotton,510,32.6,70,3.08
2017,Hoshiarpur,Cotton,1027,33.7,75,3.12
2018,Hoshiarpur,Cotton,514,25.6,84,2.7
2019,Hoshiarpur,Cotton,824,28.8,64,2.8
2020,Hoshiarpur,Cotton,412,29.3,65,2.98
2021,Hoshiarpur,Cotton,401,30.8,79,2.56
2022,Hoshiarpur,Cotton,709,34.0,74,2.8
2023,Hoshiarpur,Cotton,595,32.3,71,2.55
2024,Hoshiarpur,Cotton,499,27.9,59,2.48
2010,Hoshiarpur,Maize,646,30.1,73,3.09
2011,Hoshiarpur,Maize,483,24.6,69,2.72
2012,Hoshiarpur,Maize,923,32.5,67,3.36
2013,Hoshiarpur,Maize,967,27.2,57,3.1
2014,Hoshiarpur,Maize,987,28.2,57,2.72
2015,Hoshiarpur,Maize,401,26.2,81,2.87
2016,Hoshiarpur,Maize,422,32.3,71,2.91
2017,Hoshiarpur,Maize,561,24.9,59,3.27
2018,Hoshiarpur,Maize,1027,28.4,53,3.12
2019,Hoshiarpur,Maize,741,31.5,63,3.36
2020,Hoshiarpur,Maize,814,26.5,65,2.95
2021,Hoshiarpur,Maize,456,29.4,54,2.57
2022,Hoshiarpur,Maize,1099,26.7,65,2.84
2023,Hoshiarpur,Maize,671,28.5,80,3.16
2024,Hoshiarpur,Maize,424,32.9,75,3.09
2010,Hoshiarpur,Sugarcane,474,30.6,52,5.55
2011,Hoshiarpur,Sugarcane,730,31.8,74,6.01
2012,Hoshiarpur,Sugarcane,663,29.8,72,6.47
2013,Hoshiarpur,Sugarcane,599,29.7,82,6.19
2014,Hoshiarpur,Sugarcane,848,28.3,70,5.57
2015,Hoshiarpur,Sugarcane,567,31.5,76,6.46
2016,Hoshiarpur,Sugarcane,579,34.8,83,6.43
2017,Hoshiarpur,Sugarcane,807,27.2,84,5.78
2018,Hoshiarpur,Sugarcane,836,26.9,72,6.17
2019,Hoshiarpur,Sugarcane,988,29.3,78,6.29
2020,Hoshiarpur,Sugarcane,1054,26.8,78,6.32
2021,Hoshiarpur,Sugarcane,951,29.3,82,6.19
2022,Hoshiarpur,Sugarcane,1029,34.3,82,5.72
2023,Hoshiarpur,Sugarcane,950,29.1,71,5.77
2024,Hoshiarpur,Sugarcane,966,33.1,81,6.07
2010,Hoshiarpur,Mustard,962,24.3,64,1.78
2011,Hoshiarpur,Mustard,753,30.7,58,1.52
2012,Hoshiarpur,Mustard,420,32.1,56,2.38
2013,Hoshiarpur,Mustard,902,29.3,60,2.28
2014,Hoshiarpur,Mustard,654,30.5,74,1.77
2015,Hoshiarpur,Mustard,417,24.5,59,1.99
2016,Hoshiarpur,Mustard,912,29.8,75,1.72
2017,Hoshiarpur,Mustard,694,30.3,63,1.75
2018,Hoshiarpur,Mustard,584,33.5,80,2.22
2019,Hoshiarpur,Mustard,1063,27.3,61,1.91
